user_id,restaurant_id,order_date,year,month,day,sales_qty,total_orders,sales_amount,total_sales,currency
41120,87087,2017-10-13,2017,10,13,1,1,157,157,INR
71773,87088,2017-10-13,2017,10,13,1,1,111,111,INR
39400,25627,2017-10-13,2017,10,13,1,1,315,315,INR
76880,513730,2017-10-13,2017,10,13,1,1,32,32,INR
74888,40439,2017-10-13,2017,10,13,1,1,32,32,INR
46751,73296,2017-10-13,2017,10,13,1,1,56,56,INR
59345,27593,2017-10-13,2017,10,13,1,1,194,194,INR
75796,258799,2017-10-13,2017,10,13,5,5,792,792,INR
52356,434948,2017-10-13,2017,10,13,1,1,32,32,INR
98169,578652,2017-10-13,2017,10,13,1,1,60,60,INR
91675,500781,2017-10-13,2017,10,13,2,2,301,301,INR
82260,59857,2017-10-13,2017,10,13,1,1,245,245,INR
43765,458925,2017-10-13,2017,10,13,1,1,83,83,INR
5418,481946,2017-10-13,2017,10,13,1,1,46,46,INR
46417,517191,2017-10-13,2017,10,13,1,1,74,74,INR
50332,523421,2017-10-13,2017,10,13,1,1,306,306,INR
3400,470397,2017-10-13,2017,10,13,1,1,51,51,INR
40417,563001,2017-10-13,2017,10,13,1,1,65,65,INR
85713,423061,2017-10-13,2017,10,13,2,2,315,315,INR
64855,129465,2017-10-13,2017,10,13,1,1,60,60,INR
39366,500726,2017-10-13,2017,10,13,1,1,227,227,INR
94314,504530,2017-10-13,2017,10,13,1,1,245,245,INR
38246,56691,2017-10-13,2017,10,13,1,1,213,213,INR
99184,355421,2017-10-13,2017,10,13,1,1,134,134,INR
13139,356879,2017-10-13,2017,10,13,1,1,273,273,INR
1297,535271,2017-10-13,2017,10,13,1,1,102,102,INR
45559,467664,2017-10-13,2017,10,13,1,1,88,88,INR
34704,466694,2017-10-13,2017,10,13,1,1,588,588,INR
32690,442358,2017-10-13,2017,10,13,5,5,2699,2699,INR
24804,361536,2017-10-13,2017,10,13,1,1,315,315,INR
78442,263868,2017-10-13,2017,10,13,1,1,213,213,INR
28813,357700,2017-10-13,2017,10,13,1,1,88,88,INR
61913,357942,2017-10-13,2017,10,13,2,2,782,782,INR
81275,195705,2017-10-13,2017,10,13,1,1,394,394,INR
91572,474604,2017-10-13,2017,10,13,1,1,93,93,INR
51188,53087,2017-10-13,2017,10,13,2,2,366,366,INR
92359,225751,2017-10-13,2017,10,13,1,1,204,204,INR
43193,449474,2017-10-13,2017,10,13,1,1,32,32,INR
55296,440894,2017-10-13,2017,10,13,1,1,37,37,INR
53121,372644,2017-10-13,2017,10,13,3,3,995,995,INR
76799,507327,2017-10-13,2017,10,13,1,1,65,65,INR
49798,554785,2017-10-13,2017,10,13,3,3,519,519,INR
97112,254002,2017-10-13,2017,10,13,1,1,79,79,INR
65383,421947,2017-10-13,2017,10,13,1,1,500,500,INR
79988,565526,2017-10-13,2017,10,13,1,1,144,144,INR
98469,569624,2017-10-13,2017,10,13,1,1,843,843,INR
71466,446492,2017-10-13,2017,10,13,1,1,65,65,INR
37380,517650,2017-10-13,2017,10,13,1,1,42,42,INR
61033,135518,2017-10-13,2017,10,13,4,4,602,602,INR
63049,224177,2017-10-13,2017,10,13,1,1,83,83,INR
91259,569016,2017-10-13,2017,10,13,1,1,125,125,INR
36651,365668,2017-10-13,2017,10,13,6,6,5338,5338,INR
86641,535611,2017-10-13,2017,10,13,40,40,26361,26361,INR
53073,557081,2017-10-13,2017,10,13,207,207,202194,202194,INR
40088,442856,2017-10-13,2017,10,13,2,2,1324,1324,INR
30491,235625,2017-10-13,2017,10,13,1,1,852,852,INR
42869,386823,2017-10-13,2017,10,13,2,2,2019,2019,INR
60499,529450,2017-10-13,2017,10,13,1,1,463,463,INR
51010,223519,2017-10-13,2017,10,13,27,27,17120,17120,INR
45483,318593,2017-10-13,2017,10,13,2,2,2315,2315,INR
26465,579682,2017-10-13,2017,10,13,7,7,8644,8644,INR
41225,313221,2017-10-13,2017,10,13,42,42,38199,38199,INR
21905,487916,2017-10-13,2017,10,13,7,7,17056,17056,INR
43483,479583,2017-10-13,2017,10,13,2,2,2759,2759,INR
4245,225469,2017-10-13,2017,10,13,2,2,1435,1435,INR
57108,242947,2017-10-13,2017,10,13,2,2,3366,3366,INR
16193,511296,2017-10-13,2017,10,13,7,7,6625,6625,INR
50223,557401,2017-10-13,2017,10,13,303,303,541380,541380,INR
38789,398382,2017-10-13,2017,10,13,1,1,537,537,INR
45592,85100,2017-10-13,2017,10,13,1,1,458,458,INR
96731,108190,2017-10-13,2017,10,13,1,1,0,0,INR
98151,148760,2017-10-13,2017,10,13,5,5,6611,6611,INR
57880,518539,2017-10-13,2017,10,13,7,7,10801,10801,INR
67293,144092,2017-10-13,2017,10,13,4,4,4458,4458,INR
24686,579509,2017-10-13,2017,10,13,14,14,15486,15486,INR
12487,442514,2017-10-13,2017,10,13,11,11,10898,10898,INR
38818,212053,2017-10-13,2017,10,13,3,3,5593,5593,INR
3351,7896,2017-10-13,2017,10,13,2,2,2685,2685,INR
39241,551557,2017-10-13,2017,10,13,1,1,963,963,INR
7826,521845,2017-10-13,2017,10,13,1,1,3481,3481,INR
81285,366038,2017-10-13,2017,10,13,4,4,11468,11468,INR
64593,476899,2017-10-13,2017,10,13,137,137,357977,357977,INR
16884,165470,2017-10-13,2017,10,13,1,1,1051,1051,INR
84351,217637,2017-10-13,2017,10,13,1,1,727,727,INR
5586,490697,2017-10-13,2017,10,13,1,1,2630,2630,INR
92914,138866,2017-10-13,2017,10,13,3,3,4042,4042,INR
46553,506746,2017-10-13,2017,10,13,40,40,167995,167995,INR
45617,110014,2017-10-13,2017,10,13,1,1,370,370,INR
15614,292954,2017-10-13,2017,10,13,183,183,441324,441324,INR
27997,76169,2017-10-13,2017,10,13,1,1,0,0,INR
69066,524765,2017-10-13,2017,10,13,1,1,0,0,INR
81605,486977,2017-10-13,2017,10,13,1,1,449,449,INR
64676,80401,2017-10-13,2017,10,13,7,7,11736,11736,INR
65011,343749,2017-10-13,2017,10,13,1,1,1667,1667,INR
88757,550013,2017-10-13,2017,10,13,14,14,16829,16829,INR
27523,411863,2017-10-13,2017,10,13,4,4,4852,4852,INR
77557,551279,2017-10-13,2017,10,13,1,1,394,394,INR
75655,106971,2017-10-13,2017,10,13,2,2,2231,2231,INR
4766,389579,2017-10-13,2017,10,13,4,4,5009,5009,INR
65244,375374,2017-10-13,2017,10,13,1,1,338,338,INR
51822,448965,2017-10-13,2017,10,13,40,40,34634,34634,INR
76892,105153,2017-10-13,2017,10,13,1,1,282,282,INR
25112,298537,2017-10-13,2017,10,13,3,3,10449,10449,INR
22969,356863,2017-10-13,2017,10,13,1,1,2222,2222,INR
86377,75079,2017-10-13,2017,10,13,1,1,1630,1630,INR
19139,445200,2017-10-13,2017,10,13,1,1,2611,2611,INR
45310,572683,2017-10-13,2017,10,13,2,2,3139,3139,INR
23894,469866,2017-10-13,2017,10,13,3,3,3639,3639,INR
35223,n/a,2017-10-13,2017,10,13,4,12889,5542,22305741,INR
88065,n/a,2017-10-13,2017,10,13,1,12889,384,22305741,INR
28386,n/a,2017-10-13,2017,10,13,103,12889,230509,22305741,INR
31923,n/a,2017-10-13,2017,10,13,1,12889,597,22305741,INR
96512,233466,2017-10-15,2017,10,15,15,15,17856,17856,INR
6590,195788,2017-10-16,2017,10,16,1,1,495,495,INR
77467,140285,2017-10-16,2017,10,16,1,1,495,495,INR
23199,289395,2017-10-16,2017,10,16,1,1,269,269,INR
99075,154865,2017-10-16,2017,10,16,1,1,815,815,INR
77071,574024,2017-10-16,2017,10,16,1,1,0,0,INR
80574,54742,2017-10-16,2017,10,16,1,1,2463,2463,INR
90223,178816,2017-10-16,2017,10,16,3,3,10736,10736,INR
65737,543430,2017-10-16,2017,10,16,1,1,764,764,INR
22348,342002,2017-10-16,2017,10,16,57,57,31685,31685,INR
25938,481449,2017-10-16,2017,10,16,1,1,343,343,INR
13886,447453,2017-10-16,2017,10,16,18,18,5315,5315,INR
90855,463911,2017-10-16,2017,10,16,19,19,5625,5625,INR
19103,547972,2017-10-16,2017,10,16,1,1,171,171,INR
64282,519204,2017-10-16,2017,10,16,6,6,1852,1852,INR
80266,519215,2017-10-16,2017,10,16,6,6,1574,1574,INR
22896,520984,2017-10-16,2017,10,16,7,7,1991,1991,INR
6918,294143,2017-10-16,2017,10,16,1,1,375,375,INR
24742,546152,2017-10-16,2017,10,16,21,21,9157,9157,INR
28727,253611,2017-10-16,2017,10,16,18,18,7796,7796,INR
55033,495680,2017-10-16,2017,10,16,7,7,1833,1833,INR
68985,352309,2017-10-16,2017,10,16,4,4,1000,1000,INR
53921,438627,2017-10-16,2017,10,16,4,4,1009,1009,INR
18563,514898,2017-10-16,2017,10,16,1,1,213,213,INR
45314,524494,2017-10-16,2017,10,16,7,7,4269,4269,INR
59343,324177,2017-10-16,2017,10,16,37,37,3264,3264,INR
16371,329504,2017-10-16,2017,10,16,13,13,1528,1528,INR
257,197215,2017-10-16,2017,10,16,1,1,162,162,INR
43838,326125,2017-10-16,2017,10,16,1,1,88,88,INR
46420,451468,2017-10-16,2017,10,16,7,7,833,833,INR
71230,29063,2017-10-16,2017,10,16,1,1,176,176,INR
13486,209369,2017-10-16,2017,10,16,47,47,11671,11671,INR
1887,475569,2017-10-16,2017,10,16,1,1,273,273,INR
92580,386818,2017-10-16,2017,10,16,1,1,352,352,INR
47200,248438,2017-10-16,2017,10,16,1,1,495,495,INR
23188,450266,2017-10-16,2017,10,16,1,1,315,315,INR
95530,450264,2017-10-16,2017,10,16,1,1,301,301,INR
66521,116920,2017-10-16,2017,10,16,10,10,2329,2329,INR
1220,507083,2017-10-16,2017,10,16,1,1,83,83,INR
6343,524400,2017-10-16,2017,10,16,1,1,74,74,INR
11893,283095,2017-10-16,2017,10,16,1,1,97,97,INR
73276,460619,2017-10-16,2017,10,16,1,1,111,111,INR
68752,494846,2017-10-16,2017,10,16,6,6,2130,2130,INR
22904,404416,2017-10-16,2017,10,16,1,1,176,176,INR
95956,460827,2017-10-16,2017,10,16,1,1,79,79,INR
84450,55671,2017-10-16,2017,10,16,1,1,93,93,INR
34488,299423,2017-10-16,2017,10,16,1,1,167,167,INR
17801,325784,2017-10-16,2017,10,16,2,2,417,417,INR
90407,348648,2017-10-16,2017,10,16,1,1,333,333,INR
88596,363648,2017-10-16,2017,10,16,2,2,389,389,INR
61249,504452,2017-10-16,2017,10,16,14,14,4810,4810,INR
18433,453726,2017-10-16,2017,10,16,3,3,856,856,INR
92302,479835,2017-10-16,2017,10,16,5,5,856,856,INR
68688,47132,2017-10-16,2017,10,16,32,32,6264,6264,INR
51847,104416,2017-10-16,2017,10,16,1,1,231,231,INR
65162,156155,2017-10-16,2017,10,16,13,13,2194,2194,INR
24248,576591,2017-10-16,2017,10,16,2,2,532,532,INR
20355,17829,2017-10-16,2017,10,16,1,1,139,139,INR
36246,33198,2017-10-16,2017,10,16,10,10,1139,1139,INR
28159,379972,2017-10-16,2017,10,16,1,1,245,245,INR
81255,252737,2017-10-16,2017,10,16,2,2,537,537,INR
34376,548888,2017-10-16,2017,10,16,8,8,4556,4556,INR
23886,218738,2017-10-16,2017,10,16,1,1,333,333,INR
86397,574569,2017-10-16,2017,10,16,1,1,42,42,INR
61205,59413,2017-10-16,2017,10,16,10,10,1722,1722,INR
1413,168697,2017-10-16,2017,10,16,1,1,250,250,INR
68688,43781,2017-10-16,2017,10,16,1,1,167,167,INR
7771,547548,2017-10-16,2017,10,16,6,6,1889,1889,INR
86723,366450,2017-10-16,2017,10,16,1,1,0,0,INR
57488,19553,2017-10-16,2017,10,16,1,1,1454,1454,INR
70549,263311,2017-10-16,2017,10,16,6,6,6634,6634,INR
20468,316112,2017-10-16,2017,10,16,24,24,10500,10500,INR
29724,475579,2017-10-16,2017,10,16,1,1,185,185,INR
57367,240236,2017-10-16,2017,10,16,20,20,6278,6278,INR
82412,543109,2017-10-16,2017,10,16,2,2,1079,1079,INR
4877,501509,2017-10-16,2017,10,16,3,3,1019,1019,INR
91137,475594,2017-10-16,2017,10,16,1,1,74,74,INR
55687,507227,2017-10-16,2017,10,16,1,1,46,46,INR
17957,494132,2017-10-16,2017,10,16,13,13,2958,2958,INR
42168,367100,2017-10-16,2017,10,16,1,1,245,245,INR
65605,62994,2017-10-16,2017,10,16,1,1,111,111,INR
95143,368586,2017-10-16,2017,10,16,1,1,185,185,INR
99495,575290,2017-10-16,2017,10,16,19,19,22843,22843,INR
45402,218274,2017-10-16,2017,10,16,4,4,5639,5639,INR
85990,402021,2017-10-16,2017,10,16,1,1,134,134,INR
99021,547928,2017-10-16,2017,10,16,3,3,3657,3657,INR
12385,418835,2017-10-16,2017,10,16,2,2,2333,2333,INR
1109,574401,2017-10-16,2017,10,16,5,5,2856,2856,INR
53743,299506,2017-10-16,2017,10,16,12,12,16963,16963,INR
47537,467070,2017-10-16,2017,10,16,1,1,1671,1671,INR
6396,433283,2017-10-16,2017,10,16,1,1,431,431,INR
29060,412904,2017-10-16,2017,10,16,13,13,11796,11796,INR
7550,544113,2017-10-16,2017,10,16,28,28,7741,7741,INR
93141,471470,2017-10-16,2017,10,16,1,1,1144,1144,INR
48860,71556,2017-10-16,2017,10,16,173,173,71528,71528,INR
87306,374555,2017-10-16,2017,10,16,1,1,532,532,INR
38893,93321,2017-10-16,2017,10,16,5,5,2157,2157,INR
42344,242422,2017-10-16,2017,10,16,67,67,53185,53185,INR
27961,196663,2017-10-16,2017,10,16,1,1,97,97,INR
77560,120156,2017-10-16,2017,10,16,21,21,1481,1481,INR
21134,554865,2017-10-16,2017,10,16,1,1,37,37,INR
17910,572655,2017-10-16,2017,10,16,8,8,389,389,INR
68868,31470,2017-10-16,2017,10,16,257,257,21745,21745,INR
41232,24931,2017-10-16,2017,10,16,53,53,4634,4634,INR
31641,502314,2017-10-16,2017,10,16,40,40,1889,1889,INR
91305,492763,2017-10-16,2017,10,16,11,11,810,810,INR
80644,496906,2017-10-16,2017,10,16,180,180,15764,15764,INR
12275,426857,2017-10-16,2017,10,16,60,60,9611,9611,INR
24908,249225,2017-10-16,2017,10,16,1,1,116,116,INR
84049,514674,2017-10-16,2017,10,16,5,5,579,579,INR
48234,262659,2017-10-16,2017,10,16,160,160,13778,13778,INR
11353,531261,2017-10-16,2017,10,16,1,1,111,111,INR
89567,5819,2017-10-16,2017,10,16,43,43,5171,5171,INR
65498,422978,2017-10-16,2017,10,16,2,2,292,292,INR
85154,492342,2017-10-16,2017,10,16,25,25,6176,6176,INR
39775,266726,2017-10-16,2017,10,16,20,20,2181,2181,INR
75048,448334,2017-10-16,2017,10,16,1,1,69,69,INR
58444,380293,2017-10-16,2017,10,16,1,1,60,60,INR
46088,550225,2017-10-16,2017,10,16,1,1,65,65,INR
12462,261393,2017-10-16,2017,10,16,1,1,130,130,INR
67712,5452,2017-10-16,2017,10,16,1,1,111,111,INR
41451,505113,2017-10-16,2017,10,16,1,1,93,93,INR
46504,303782,2017-10-16,2017,10,16,1,1,227,227,INR
57218,475543,2017-10-16,2017,10,16,1,1,111,111,INR
42393,258664,2017-10-16,2017,10,16,1,1,93,93,INR
61144,383824,2017-10-16,2017,10,16,1,1,111,111,INR
59114,542835,2017-10-16,2017,10,16,1,1,93,93,INR
35976,477085,2017-10-16,2017,10,16,1,1,296,296,INR
34642,540902,2017-10-16,2017,10,16,1,1,130,130,INR
69902,413800,2017-10-16,2017,10,16,1,1,83,83,INR
50034,430152,2017-10-16,2017,10,16,1,1,130,130,INR
95122,565679,2017-10-16,2017,10,16,1,1,231,231,INR
58227,529947,2017-10-16,2017,10,16,1,1,292,292,INR
85586,529715,2017-10-16,2017,10,16,1,1,181,181,INR
85366,346075,2017-10-16,2017,10,16,1,1,241,241,INR
42198,421768,2017-10-16,2017,10,16,2,2,282,282,INR
75378,532347,2017-10-16,2017,10,16,1,1,32,32,INR
43333,425207,2017-10-16,2017,10,16,1,1,28,28,INR
27205,423225,2017-10-16,2017,10,16,1,1,231,231,INR
86148,434950,2017-10-16,2017,10,16,1,1,74,74,INR
66597,419204,2017-10-16,2017,10,16,1,1,28,28,INR
55093,458926,2017-10-16,2017,10,16,1,1,125,125,INR
84716,122030,2017-10-16,2017,10,16,1,1,42,42,INR
6117,525449,2017-10-16,2017,10,16,1,1,37,37,INR
51015,462181,2017-10-16,2017,10,16,1,1,148,148,INR
64975,371377,2017-10-16,2017,10,16,1,1,204,204,INR
81597,480172,2017-10-16,2017,10,16,1,1,65,65,INR
58410,222479,2017-10-16,2017,10,16,2,2,495,495,INR
43773,181623,2017-10-16,2017,10,16,1,1,130,130,INR
31693,501020,2017-10-16,2017,10,16,1,1,106,106,INR
88330,443207,2017-10-16,2017,10,16,1,1,120,120,INR
40010,116973,2017-10-16,2017,10,16,1,1,306,306,INR
23571,25567,2017-10-16,2017,10,16,1,1,319,319,INR
29638,574063,2017-10-16,2017,10,16,1,1,120,120,INR
72950,574065,2017-10-16,2017,10,16,1,1,306,306,INR
47630,176764,2017-10-16,2017,10,16,1,1,93,93,INR
6165,475378,2017-10-16,2017,10,16,1,1,83,83,INR
20367,218408,2017-10-16,2017,10,16,1,1,56,56,INR
19169,83174,2017-10-16,2017,10,16,2,2,421,421,INR
8819,338849,2017-10-16,2017,10,16,3,3,495,495,INR
94034,450218,2017-10-16,2017,10,16,1,1,97,97,INR
62040,421885,2017-10-16,2017,10,16,1,1,287,287,INR
54513,452788,2017-10-16,2017,10,16,1,1,171,171,INR
61831,561083,2017-10-16,2017,10,16,1,1,454,454,INR
85091,476315,2017-10-16,2017,10,16,1,1,292,292,INR
36671,468019,2017-10-16,2017,10,16,1,1,32,32,INR
16928,452928,2017-10-16,2017,10,16,1,1,79,79,INR
28907,502168,2017-10-16,2017,10,16,1,1,46,46,INR
91224,243472,2017-10-16,2017,10,16,1,1,139,139,INR
85577,252975,2017-10-16,2017,10,16,1,1,83,83,INR
46126,490236,2017-10-16,2017,10,16,1,1,125,125,INR
76797,482792,2017-10-16,2017,10,16,1,1,218,218,INR
68535,229108,2017-10-16,2017,10,16,40,40,35139,35139,INR
38228,371200,2017-10-16,2017,10,16,53,53,36144,36144,INR
69888,344260,2017-10-16,2017,10,16,1,1,199,199,INR
57853,497319,2017-10-16,2017,10,16,1,1,0,0,INR
74570,313218,2017-10-16,2017,10,16,1,1,329,329,INR
52378,27552,2017-10-16,2017,10,16,13,13,17287,17287,INR
36307,39404,2017-10-16,2017,10,16,1,1,306,306,INR
15752,349746,2017-10-16,2017,10,16,8,8,7083,7083,INR
43272,553547,2017-10-16,2017,10,16,1,1,509,509,INR
47989,109451,2017-10-16,2017,10,16,1,1,0,0,INR
19320,420071,2017-10-16,2017,10,16,1,1,1380,1380,INR
34051,324908,2017-10-16,2017,10,16,3,3,6468,6468,INR
88003,230223,2017-10-16,2017,10,16,1,1,315,315,INR
30253,237562,2017-10-16,2017,10,16,1,1,458,458,INR
68763,485988,2017-10-16,2017,10,16,1,1,0,0,INR
70919,458793,2017-10-16,2017,10,16,5,5,5782,5782,INR
60476,111598,2017-10-16,2017,10,16,7,7,10801,10801,INR
3335,579748,2017-10-16,2017,10,16,1,1,1481,1481,INR
69674,550947,2017-10-16,2017,10,16,7,7,10801,10801,INR
35080,496367,2017-10-16,2017,10,16,113,113,98134,98134,INR
92172,514669,2017-10-16,2017,10,16,108,108,97745,97745,INR
56479,193096,2017-10-16,2017,10,16,10,10,15144,15144,INR
6018,204686,2017-10-16,2017,10,16,1,1,3065,3065,INR
71904,161742,2017-10-16,2017,10,16,1,1,0,0,INR
59971,160652,2017-10-16,2017,10,16,1,1,741,741,INR
68144,482825,2017-10-16,2017,10,16,1,1,1972,1972,INR
36813,133179,2017-10-16,2017,10,16,14,14,27324,27324,INR
99648,307781,2017-10-16,2017,10,16,40,40,167995,167995,INR
47010,72653,2017-10-16,2017,10,16,20,20,29963,29963,INR
96544,527483,2017-10-16,2017,10,16,1,1,449,449,INR
78101,497107,2017-10-16,2017,10,16,2,2,1657,1657,INR
86818,544161,2017-10-16,2017,10,16,1,1,801,801,INR
39242,n/a,2017-10-16,2017,10,16,1,12889,384,22305741,INR
8682,216034,2017-10-17,2017,10,17,7,7,7644,7644,INR
54797,47783,2017-10-17,2017,10,17,13,13,42954,42954,INR
85297,543193,2017-10-17,2017,10,17,30,30,51861,51861,INR
72523,520986,2017-10-17,2017,10,17,6,6,1870,1870,INR
10102,455532,2017-10-17,2017,10,17,1,1,157,157,INR
55455,520133,2017-10-17,2017,10,17,1,1,384,384,INR
47417,273261,2017-10-17,2017,10,17,12,12,3097,3097,INR
61731,126432,2017-10-17,2017,10,17,4,4,1014,1014,INR
78903,522919,2017-10-17,2017,10,17,4,4,1606,1606,INR
22183,444373,2017-10-17,2017,10,17,7,7,2500,2500,INR
53837,479527,2017-10-17,2017,10,17,2,2,606,606,INR
85200,20216,2017-10-17,2017,10,17,1,1,375,375,INR
70537,447730,2017-10-17,2017,10,17,3,3,1208,1208,INR
90164,174803,2017-10-17,2017,10,17,85,85,54986,54986,INR
12941,525550,2017-10-17,2017,10,17,5,5,2991,2991,INR
91630,341630,2017-10-17,2017,10,17,1,1,0,0,INR
3304,192770,2017-10-17,2017,10,17,1,1,287,287,INR
56522,410721,2017-10-17,2017,10,17,8,8,3833,3833,INR
92749,461200,2017-10-17,2017,10,17,7,7,0,0,INR
8960,208289,2017-10-17,2017,10,17,2,2,505,505,INR
23861,58087,2017-10-17,2017,10,17,11,11,2889,2889,INR
89912,316096,2017-10-17,2017,10,17,1,1,338,338,INR
87855,135995,2017-10-17,2017,10,17,1,1,509,509,INR
39293,479391,2017-10-17,2017,10,17,32,32,3866,3866,INR
93318,330379,2017-10-17,2017,10,17,4,4,1139,1139,INR
1650,569786,2017-10-17,2017,10,17,667,667,3241,3241,INR
48691,421760,2017-10-17,2017,10,17,400,400,12889,12889,INR
67322,482025,2017-10-17,2017,10,17,20,20,1338,1338,INR
43841,324179,2017-10-17,2017,10,17,64,64,4764,4764,INR
32304,454530,2017-10-17,2017,10,17,7,7,935,935,INR
53089,544219,2017-10-17,2017,10,17,33,33,6681,6681,INR
22682,369617,2017-10-17,2017,10,17,10,10,1324,1324,INR
63553,10212,2017-10-17,2017,10,17,7,7,0,0,INR
31502,563077,2017-10-17,2017,10,17,1,1,88,88,INR
10164,210080,2017-10-17,2017,10,17,47,47,11667,11667,INR
48436,522938,2017-10-17,2017,10,17,3,3,1806,1806,INR
39332,194702,2017-10-17,2017,10,17,1,1,421,421,INR
17862,449628,2017-10-17,2017,10,17,7,7,2347,2347,INR
93135,352012,2017-10-17,2017,10,17,7,7,1704,1704,INR
52071,412482,2017-10-17,2017,10,17,1,1,250,250,INR
16319,346227,2017-10-17,2017,10,17,7,7,2486,2486,INR
31086,131737,2017-10-17,2017,10,17,73,73,27444,27444,INR
84512,412922,2017-10-17,2017,10,17,15,15,6981,6981,INR
6225,498759,2017-10-17,2017,10,17,1,1,602,602,INR
67398,479174,2017-10-17,2017,10,17,5,5,1310,1310,INR
19562,433713,2017-10-17,2017,10,17,18,18,4505,4505,INR
61612,134125,2017-10-17,2017,10,17,12,12,3852,3852,INR
86143,297167,2017-10-17,2017,10,17,1,1,97,97,INR
13073,438819,2017-10-17,2017,10,17,1,1,301,301,INR
20676,96840,2017-10-17,2017,10,17,35,35,7782,7782,INR
36134,504353,2017-10-17,2017,10,17,1,1,148,148,INR
99255,108939,2017-10-17,2017,10,17,1,1,389,389,INR
33422,485436,2017-10-17,2017,10,17,17,17,6653,6653,INR
95463,468649,2017-10-17,2017,10,17,84,84,69884,69884,INR
70180,113042,2017-10-17,2017,10,17,4,4,5116,5116,INR
81376,23082,2017-10-17,2017,10,17,51,51,8444,8444,INR
35229,43692,2017-10-17,2017,10,17,1,1,176,176,INR
79716,442162,2017-10-17,2017,10,17,1,1,194,194,INR
7214,495922,2017-10-17,2017,10,17,1,1,241,241,INR
92521,53378,2017-10-17,2017,10,17,9,9,2625,2625,INR
85732,535778,2017-10-17,2017,10,17,1,1,384,384,INR
14242,231574,2017-10-17,2017,10,17,4,4,1000,1000,INR
58213,360533,2017-10-17,2017,10,17,9,9,2435,2435,INR
41516,426481,2017-10-17,2017,10,17,1,1,384,384,INR
71350,218601,2017-10-17,2017,10,17,3,3,833,833,INR
81253,176388,2017-10-17,2017,10,17,13,13,4269,4269,INR
73486,422829,2017-10-17,2017,10,17,1,1,167,167,INR
13360,532518,2017-10-17,2017,10,17,1,1,148,148,INR
47850,235681,2017-10-17,2017,10,17,1,1,185,185,INR
98777,24705,2017-10-17,2017,10,17,7,7,1222,1222,INR
52621,453285,2017-10-17,2017,10,17,13,13,2194,2194,INR
89880,290199,2017-10-17,2017,10,17,128,128,17819,17819,INR
66235,49820,2017-10-17,2017,10,17,16,16,2130,2130,INR
96354,535247,2017-10-17,2017,10,17,80,80,16782,16782,INR
38084,539040,2017-10-17,2017,10,17,1,1,88,88,INR
92327,117841,2017-10-17,2017,10,17,1,1,139,139,INR
31932,477638,2017-10-17,2017,10,17,1,1,125,125,INR
42940,492744,2017-10-17,2017,10,17,8,8,2296,2296,INR
21175,19459,2017-10-17,2017,10,17,6,6,1889,1889,INR
487,66241,2017-10-17,2017,10,17,1,1,287,287,INR
73746,305487,2017-10-17,2017,10,17,3,3,667,667,INR
53069,178794,2017-10-17,2017,10,17,1,1,42,42,INR
97939,168578,2017-10-17,2017,10,17,1,1,125,125,INR
20656,91786,2017-10-17,2017,10,17,6,6,2542,2542,INR
96728,413986,2017-10-17,2017,10,17,16,16,8574,8574,INR
52028,225139,2017-10-17,2017,10,17,1,1,319,319,INR
97287,247149,2017-10-17,2017,10,17,3,3,1528,1528,INR
96899,387471,2017-10-17,2017,10,17,8,8,3944,3944,INR
65879,263619,2017-10-17,2017,10,17,12,12,3269,3269,INR
79436,444474,2017-10-17,2017,10,17,18,18,5667,5667,INR
86966,318316,2017-10-17,2017,10,17,18,18,4764,4764,INR
14996,392742,2017-10-17,2017,10,17,6,6,7611,7611,INR
81048,557299,2017-10-17,2017,10,17,1,1,417,417,INR
79435,263577,2017-10-17,2017,10,17,6,6,1866,1866,INR
70271,467724,2017-10-17,2017,10,17,1,1,148,148,INR
98711,579126,2017-10-17,2017,10,17,1,1,361,361,INR
86788,489979,2017-10-17,2017,10,17,8,8,3292,3292,INR
9900,178626,2017-10-17,2017,10,17,13,13,2264,2264,INR
64131,275049,2017-10-17,2017,10,17,1,1,144,144,INR
46903,542278,2017-10-17,2017,10,17,1,1,74,74,INR
37257,571855,2017-10-17,2017,10,17,1,1,167,167,INR
16735,437182,2017-10-17,2017,10,17,1,1,51,51,INR
28549,516251,2017-10-17,2017,10,17,1,1,111,111,INR
13519,577037,2017-10-17,2017,10,17,1,1,144,144,INR
35554,575292,2017-10-17,2017,10,17,7,7,7750,7750,INR
11071,468904,2017-10-17,2017,10,17,22,22,27130,27130,INR
35491,448026,2017-10-17,2017,10,17,5,5,4250,4250,INR
70,29919,2017-10-17,2017,10,17,57,57,66014,66014,INR
19013,554447,2017-10-17,2017,10,17,3,3,4824,4824,INR
26200,4517,2017-10-17,2017,10,17,1,1,370,370,INR
50533,456645,2017-10-17,2017,10,17,1,1,333,333,INR
55815,460888,2017-10-17,2017,10,17,5,5,9361,9361,INR
49518,502944,2017-10-17,2017,10,17,8,8,7620,7620,INR
5362,540751,2017-10-17,2017,10,17,22,22,5907,5907,INR
97236,288631,2017-10-17,2017,10,17,10,10,6468,6468,INR
50919,52103,2017-10-17,2017,10,17,10,10,1898,1898,INR
97687,368380,2017-10-17,2017,10,17,17,17,5463,5463,INR
77143,196635,2017-10-17,2017,10,17,2,2,245,245,INR
91827,533512,2017-10-17,2017,10,17,1,1,93,93,INR
95446,221441,2017-10-17,2017,10,17,2,2,245,245,INR
